Price,Date,Close,High,Low,Open,Volume,timestamp,SMA20,SMA50
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
156,2022-08-19,1202.045166015625,1224.0501970750718,1197.952202504507,1218.6696676234765,9460724,2022-08-19,1173.9272521972657,1160.9879736328126
157,2022-08-22,1198.7110595703125,1210.0699827064395,1189.237687751189,1203.4938472764775,9471680,2022-08-22,1176.6934020996093,1159.2206713867188
158,2022-08-23,1217.1981201171875,1220.1413366546572,1191.6979879121764,1192.9167053236868,9678484,2022-08-23,1179.997607421875,1158.6003002929688
159,2022-08-24,1213.9559326171875,1227.8672411849495,1211.9325624419912,1214.1169848061954,10369622,2022-08-24,1185.0412902832031,1158.3873779296875
160,2022-08-25,1210.4149169921875,1224.601984191342,1206.0690625467641,1218.1867795114865,7871946,2022-08-25,1189.8826293945312,1158.4237084960937
161,2022-08-26,1203.95361328125,1218.669695572357,1198.895066429225,1210.8517312399736,10742038,2022-08-26,1194.4537841796875,1158.6232934570312
162,2022-08-29,1194.59521484375,1220.9690914420707,1185.5816446792085,1188.777752048619,19838975,2022-08-29,1197.6855590820312,1158.969580078125
163,2022-08-30,1213.128173828125,1216.4853334846316,1184.9148468695348,1202.1142232828738,23139054,2022-08-30,1200.6402587890625,1159.4106005859376
164,2022-09-01,1177.46484375,1197.9522879213223,1173.004038692285,1187.6971316167633,19909939,2022-09-01,1200.3080017089844,1159.57017578125
165,2022-09-02,1163.714599609375,1184.3399844690086,1161.5071871356324,1177.464856182464,12999345,2022-09-02,1199.062890625,1159.0771899414062
166,2022-09-05,1181.7877197265625,1187.1682496136568,1163.9444993237394,1163.9444993237394,11327815,2022-09-05,1198.2224731445312,1159.6676708984376
167,2022-09-06,1194.227294921875,1198.435209144808,1182.7994012608426,1183.259324472964,10899618,2022-09-06,1198.7961669921874,1160.8808227539062
168,2022-09-07,1187.283203125,1193.3305669492804,1181.8796831450707,1184.1790559373944,7488501,2022-09-07,1199.8941223144532,1161.6322583007814
169,2022-09-08,1188.961669921875,1194.7561426258621,1182.339554420887,1190.272347631705,7057077,2022-09-08,1200.3137573242188,1162.4853271484376
170,2022-09-09,1181.5577392578125,1200.2745813868753,1179.1203045234124,1200.2745813868753,8314850,2022-09-09,1200.010235595703,1162.8679443359374
171,2022-09-12,1194.7791748046875,1201.1945014731086,1182.132563736509,1182.132563736509,7435419,2022-09-12,1200.1700439453125,1163.0325805664063
172,2022-09-13,1204.7584228515625,1209.3341782138502,1196.1358055612113,1203.9536484815465,8888657,2022-09-13,1199.8653747558594,1163.25423828125
173,2022-09-14,1190.318359375,1200.2746446090127,1183.144360178343,1184.1790353426743,8678219,2022-09-14,1198.417919921875,1164.9065698242186
174,2022-09-15,1178.5225830078125,1197.308395694751,1175.7862772236242,1187.8580141575485,10365600,2022-09-15,1196.06220703125,1166.2769995117187
175,2022-09-16,1149.3204345703125,1174.061771963655,1145.5494536781116,1169.8078778060099,20217708,2022-09-16,1192.334912109375,1166.88357421875
176,2022-09-19,1150.8150634765625,1160.1275047474742,1141.1116692393027,1149.32046512637,7580254,2022-09-19,1189.7734069824219,1167.7168676757813
177,2022-09-20,1150.9990234375,1167.0257844336486,1147.2510323949336,1160.0125940026749,8411448,2022-09-20,1187.3878051757813,1168.7722802734374
178,2022-09-21,1154.1722412109375,1164.8643306102217,1147.389073333468,1148.1938477161764,9207309,2022-09-21,1184.2365112304688,1169.8608056640626
179,2022-09-22,1143.296142578125,1151.0680056896206,1136.8579473304376,1143.250162420106,10308170,2022-09-22,1180.7035217285156,1170.432890625
180,2022-09-23,1121.865966796875,1147.8259014049443,1120.3023981655597,1142.7903443308387,9528051,2022-09-23,1176.27607421875,1170.60810546875
181,2022-09-26,1093.28466796875,1111.8866824865881,1092.2729828743588,1100.9645705922296,12479523,2022-09-26,1170.742626953125,1170.6062670898436
182,2022-09-27,1101.976318359375,1115.6576038628718,1085.3518164035506,1100.9415216012353,16154822,2022-09-27,1166.1116821289063,1170.5979907226563
183,2022-09-28,1072.63623046875,1093.583596690172,1070.1759272917916,1085.4667614092425,16997059,2022-09-28,1159.0870849609375,1169.9601440429688
184,2022-09-29,1069.34814453125,1088.7548103288498,1063.6916125243051,1085.3058122529624,14671827,2022-09-29,1153.68125,1169.0684448242187
185,2022-09-30,1093.4686279296875,1104.6205181289397,1062.771888184244,1062.771888184244,18613024,2022-09-30,1150.1689514160157,1168.5225708007813
186,2022-10-03,1089.6746826171875,1111.4956719154236,1086.6854860052724,1099.79189795872,11852723,2022-10-03,1145.563299560547,1167.2947045898438
187,2022-10-04,1109.771240234375,1111.9786527114156,1099.1711109850914,1102.6892012292622,8948850,2022-10-04,1141.3404968261718,1166.6223681640624
188,2022-10-06,1113.864013671875,1126.6945446846935,1112.0475542855097,1117.037252539625,13352162,2022-10-06,1137.6695373535156,1165.8773681640625
189,2022-10-07,1118.577880859375,1123.8894404321743,1110.4380550925769,1110.4380550925769,7714340,2022-10-07,1134.1503479003907,1165.9872802734376
